Título,Data,URL,Visualizações,Duração,Tipo
DAVI JONES TEM UM INFARTO COM NOVO TRAILER DE GTA 6. LUTO,2025-05-07T04:43:26+00:00,https://www.youtube.com/watch?v=NQHCPIEKeGo,1350,PT3H19M18S,none
KLASNDFJKLAFNJKDNFJKDNVFDV,2025-05-06T04:32:37+00:00,https://www.youtube.com/watch?v=nJ39WnCY9Z8,1147,PT2H50M38S,none
TUDO É TRALALERO TRALALA CARA! MEME P0DRE.,2025-05-05T04:00:13+00:00,https://www.youtube.com/watch?v=1HMrxgkEEUQ,2944,PT5H33M2S,none
GTA 6 ADIADO! É O FIM DO DAVI JONES??,2025-05-03T04:45:26+00:00,https://www.youtube.com/watch?v=AaSfqtQ7hcQ,1333,PT3H44M31S,none
PERDI MEU CANAL DA TWITCH DE NOVO MANO KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK,2025-05-02T04:43:34+00:00,https://www.youtube.com/watch?v=ZF2syr4kVF8,1652,PT3H46M2S,none
vortei,2025-05-01T16:40:06+00:00,https://www.youtube.com/watch?v=HhmdQb1Gsjk,715,PT1H31M22S,none
VOLTEI DO COMA COM NOVIDADES,2025-05-01T02:59:44+00:00,https://www.youtube.com/watch?v=aWzU5yMBvKY,1415,PT3H33M34S,none
Ó O PAPO DO CARA,2025-04-26T04:59:38+00:00,https://www.youtube.com/watch?v=Sw_Y7PspBSg,1951,PT3H5M27S,none
GORD0 NÃO PASSA CREDIBILIDADE,2025-04-25T04:18:48+00:00,https://www.youtube.com/watch?v=dra3pWDX5eg,1788,PT4H5M19S,none
RICA GAMES DECEPCIONOU NOSSOS CORAÇÕES,2025-04-24T04:43:27+00:00,https://www.youtube.com/watch?v=_MviuQpWkFA,2015,PT5H17M,none
LIVE SÁBADO BEM MASSA BIXO,2025-04-20T04:36:07+00:00,https://www.youtube.com/watch?v=Y3IDsa6Zt4A,1855,PT3H50M56S,none
"OOI ""BEBÊ"". OLHA COMO SOU LINDO.",2025-04-19T04:43:53+00:00,https://www.youtube.com/watch?v=hRxCOjHgSGM,1821,PT4H24M5S,none
ASFBHAÇJSDKCBNXJKNCJK\DSNCFDfc,2025-04-17T04:36:28+00:00,https://www.youtube.com/watch?v=AkiO5fKxmDQ,1186,PT3H14M6S,none
G0RDO NÃO PASSA CREDIBILIDADE,2025-04-16T04:44:17+00:00,https://www.youtube.com/watch?v=Kqf6IlCPlZs,825,PT3H11M44S,none
SEGUNDA É RUIM SÓ QUANDO NÃO TEM LIVE DO CAVALÃO,2025-04-15T04:19:30+00:00,https://www.youtube.com/watch?v=44BLllLKoe4,1657,PT3H50M3S,none
LUAN GORDÃO,2025-04-14T04:41:08+00:00,https://www.youtube.com/watch?v=xyRRvImuGoU,1533,PT2H57M47S,none
AINDA NÃO COMPREI THE LAST OF USA KKKKKKKKKKKKKKK,2025-04-12T04:40:28+00:00,https://www.youtube.com/watch?v=o3MPkstcaWA,1537,PT3H36M2S,none
MEU CACHORRO DERRUBOU MEU PC NO CHÃO KKKKKKKKKKKKKKKKK,2025-04-11T04:43:53+00:00,https://www.youtube.com/watch?v=P3GzlZv-zbE,1479,PT3H30M16S,none
ACHEI QUE EU IA FICAR MILIONÁRIO NESSA P0RR@,2025-04-10T04:42:02+00:00,https://www.youtube.com/watch?v=sGtWyWfIkRw,2560,PT3H14M11S,none
MEU VIZINHO RECLAMOU DO BARULHO KKKKKKKKKKKKKKKKK,2025-04-09T04:41:48+00:00,https://www.youtube.com/watch?v=PwFX6dglMFs,1501,PT3H36M6S,none
VOLTEI DO COMA,2025-04-06T04:28:36+00:00,https://www.youtube.com/watch?v=gdcq916SjPo,1603,PT2H52M51S,none
MAIS UM DIA... MAIS UM DIA...,2025-04-04T04:44:22+00:00,https://www.youtube.com/watch?v=L1KOabx3hCY,1140,PT2H54M49S,none
GUGU DADA VEM ME COMER,2025-04-03T04:42:14+00:00,https://www.youtube.com/watch?v=MQbLG__9OsQ,1851,PT3H35M14S,none
TODO MUNDO TA FELIZ MENOS EU,2025-04-01T04:28:22+00:00,https://www.youtube.com/watch?v=WaG74xlZANQ,1535,PT3H43M57S,none
DOMINGÃO DA DEPRESSÃO,2025-03-31T05:47:21+00:00,https://www.youtube.com/watch?v=4B0Qb8JXqWQ,2891,PT5H38M34S,none
SEXTA-FEIRA DA PAIXÃO,2025-03-29T04:33:44+00:00,https://www.youtube.com/watch?v=t01V-NXaXR4,1586,PT2H49M27S,none
FEIÃO MANÉ KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK,2025-03-28T04:33:44+00:00,https://www.youtube.com/watch?v=6jC7hq82UOk,1587,PT3H39M1S,none
MA O BRASIL TEM 5 COPAS DO MUNDO. E A ARGENTINA?,2025-03-27T04:35:58+00:00,https://www.youtube.com/watch?v=5-FmS_x1jaw,1421,PT3H57M41S,none
SEGUNDINHA DO CHURRASCAMENTO. MI MIMEI.,2025-03-25T04:29:40+00:00,https://www.youtube.com/watch?v=pwl6hMsLGZM,1529,PT2H54M14S,none
LIVE COM OS AMIGUINHOS. MI MIMEI.,2025-03-24T04:56:29+00:00,https://www.youtube.com/watch?v=HoJknejBh24,2017,PT4H6M13S,none
EU QUERO MINHA FELICIDADE DE VOLTA. MI MIMEI.,2025-03-22T04:51:51+00:00,https://www.youtube.com/watch?v=CTdDdEY3vaQ,1559,PT3H7M26S,none
MÃMÃE EU SOU UM CALVOESFERICO!! MI MIMEI,2025-03-21T04:34:46+00:00,https://www.youtube.com/watch?v=LaA0KXUlNgk,1740,PT4H19M19S,none
EU ESTOU VICIADO EM UMA DR0GA. ENTENDA.,2025-03-19T07:57:28+00:00,https://www.youtube.com/watch?v=GtD1wY8GOMg,1541,PT5H47M24S,none
live,2025-03-18T04:43:49+00:00,https://www.youtube.com/watch?v=fV4VTM-mVnQ,1406,PT3H3M29S,none
CAVALOZITO,2025-03-17T04:48:13+00:00,https://www.youtube.com/watch?v=n0Yq1Y208fs,2176,PT4H4M22S,none
SABADERA COM O CAVALO. LEVANTA AI RAPAZ!!!,2025-03-16T04:33:09+00:00,https://www.youtube.com/watch?v=1JVWDhARaug,2650,PT3H11M42S,none
jogando Resident Evil 4 no matagal (e nem é meme),2025-03-15T13:51:51+00:00,https://www.youtube.com/watch?v=69mExkqxER8,1395,PT1H18M18S,none
LEVANTA AI CAR@LH0,2025-03-14T04:53:54+00:00,https://www.youtube.com/watch?v=yFW9DzCoDTk,1532,PT4H6M23S,none
LIVIZINHA GOSTOZINHA NOVAMENTE,2025-03-13T04:36:09+00:00,https://www.youtube.com/watch?v=T3MUYQIBtgU,1606,PT4H20M42S,none
ADEUS RICA GAMES...,2025-03-12T04:35:15+00:00,https://www.youtube.com/watch?v=a0jNRjouPc8,1521,PT2H47M12S,none
DIA INTERNACIONAL DA BRONHA,2025-03-11T05:46:27+00:00,https://www.youtube.com/watch?v=2HSl3tRBLBo,2376,PT3H56M48S,none
FUI PARA UM FESTA INFANTIL. COMI PRA C@RALH0,2025-03-10T07:28:22+00:00,https://www.youtube.com/watch?v=X9RnHc4pXsw,1696,PT5H4M56S,none
PROIBIDO LARISSA MANOELA NESSA LIVE,2025-03-06T04:51:52+00:00,https://www.youtube.com/watch?v=nWzzzmYGAgc,2191,PT3H23M30S,none
TA FAZENDO 30 GRAUS DE NOITE E NEM TEM SOL,2025-03-04T04:34:23+00:00,https://www.youtube.com/watch?v=GwoRX3Cq-IY,2435,PT3H15M23S,none
QUASE MORRI ONTEM MAS HOJE TO DE BOAS,2025-03-02T04:42:28+00:00,https://www.youtube.com/watch?v=NwcrXVpPxrk,1656,PT3H1M,none
QUEM GOSTA DE CALOR NÃO ENTRA NESSA LIVE SE NÃO É BAN.,2025-03-01T04:40:55+00:00,https://www.youtube.com/watch?v=s9Vj5HZh7wk,1600,PT3H25M4S,none
MULHER É UM ATRASO NA VIDA.,2025-02-27T04:27:09+00:00,https://www.youtube.com/watch?v=YIN6UqVq-Is,1972,PT3H44M21S,none
TIVE UM PESADELO COM O CARLINHOS E ACORDEI. BORA MADRUGAR.,2025-02-26T07:22:15+00:00,https://www.youtube.com/watch?v=MDEZ8LpnCc4,1240,PT4H14M47S,none
DOMINGÃO DO CAVALÃO,2025-02-24T04:43:07+00:00,https://www.youtube.com/watch?v=HtWTtm5ev30,2737,PT4H12M45S,none
TIER LIST DE VRTUBERS MAIS G0ST0SAS! HOJE O CANCELAMENTO VEM KKKKKKKKKKK,2025-02-22T04:37:15+00:00,https://www.youtube.com/watch?v=yO7VS618CAc,4226,PT2H56M6S,none
MAIS UM DIA NO B0STIL. SEM DINHEIRO E SEM DIGNIDADE.,2025-02-21T04:43:39+00:00,https://www.youtube.com/watch?v=Mfk46q5ldQc,1861,PT3H28M45S,none
NÃO GOSTO DO RECRIANDO GAMES,2025-02-20T04:34:23+00:00,https://www.youtube.com/watch?v=oHgbSU7mm9E,1343,PT3H30M29S,none
SOLTEIRO POR OPÇÃO,2025-02-19T04:39:15+00:00,https://www.youtube.com/watch?v=vphmE6kW7mc,958,PT2H52M58S,none
MULHER É UM ATRASO NA VIDA,2025-02-18T07:43:15+00:00,https://www.youtube.com/watch?v=TPY3XLRj2uI,1784,PT6H53M48S,none
HOJE TEM!!,2025-02-17T16:34:54+00:00,https://www.youtube.com/watch?v=8JgdIJXMaHw,854,PT1H41M37S,none
HOJE TEM!!,2025-02-17T14:55:45+00:00,https://www.youtube.com/watch?v=GenLJr_8PQU,1066,PT1H40M9S,none
CAVALÃO O HOMEM MAIS QUENTE DA NET,2025-02-15T04:12:24+00:00,https://www.youtube.com/watch?v=N4BDNxbnLkw,1471,PT3H32M26S,none
SE EU PUDESSE IR EMBORA DESSE BRASIL EU IA,2025-02-14T04:25:28+00:00,https://www.youtube.com/watch?v=MjF03vCkauE,1518,PT2H58M52S,none
SAI DE CASA POR 40 MIN E GASTEI 200TÃO. MALDITO BRASI!!,2025-02-13T04:40:42+00:00,https://www.youtube.com/watch?v=lMy9Lfx7bAw,1294,PT2H47M38S,none
ANTES CEDO DO QUE NUNCA,2025-02-12T07:24:46+00:00,https://www.youtube.com/watch?v=krk9ouU0MyY,1633,PT4H27M47S,none
SEGUNDOU COM O CAVALÃO,2025-02-11T04:33:35+00:00,https://www.youtube.com/watch?v=wGTJ2CsMh0U,2475,PT4H20M39S,none
"SEXTA CHUVOSA, SEM AMIGOS, SEM NAMORADA E SEM DINHEIRO.",2025-02-08T04:30:11+00:00,https://www.youtube.com/watch?v=IqkaN91M0WM,2514,PT4H7M12S,none
SOU VIRGEM? DESCUBRA KKKKKKKKKKKKKKKKKKKKKKKKKKK,2025-02-07T13:25:53+00:00,https://www.youtube.com/watch?v=RrlbveSEQFE,790,PT50M41S,none
ACABOU A LUZ E EU NEM FALEI DE MACUMBA KKKKKKKKKKK,2025-02-07T07:39:52+00:00,https://www.youtube.com/watch?v=eAoZB4AMUzI,1430,PT4H5M43S,none
TA TARDE MAS ESTOU AQUI,2025-02-05T07:07:07+00:00,https://www.youtube.com/watch?v=3mcdylCn9GU,1600,PT4H36M54S,none
"TODOS OS MEUS AMIGOS SÃO CASADOS E TEM CARRO, MENOS EU KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK",2025-02-02T04:39:04+00:00,https://www.youtube.com/watch?v=zHlZgTdjMo4,2911,PT2H57M29S,none
SEXTA GOSTOSINHA COM O CAVALÃO,2025-02-01T07:02:07+00:00,https://www.youtube.com/watch?v=aViVP8y5dwM,3029,PT6H11M31S,none
"SEM DINHEIRO, SEM FELICIDADE, SEM NAMORADA E SEM DIGNIDADE",2025-01-31T05:25:16+00:00,https://www.youtube.com/watch?v=5PQN7biiuSA,3526,PT3H47M56S,none
"FINALMENTE NÃO VOU JOGAR RE4, GOD OF WAR OU GTA SAN ANDREAS.",2025-01-30T08:17:13+00:00,https://www.youtube.com/watch?v=F0A9FF7ievI,3155,PT7H29M43S,none
JOGUINHO COM OS AMIGUINHOS,2025-01-29T00:46:55+00:00,https://www.youtube.com/watch?v=HeQbdrn-dEI,1061,PT39M16S,none
COISA BOA EM CAVALÃO,2025-01-28T05:03:25+00:00,https://www.youtube.com/watch?v=U04o3hM-tQc,2124,PT4H25M25S,none
CARA AINDA BEM QUE EU NÃO SOU VOCÊ,2025-01-27T06:57:32+00:00,https://www.youtube.com/watch?v=v-n6jx3DaXw,4579,PT5H50M31S,none
SEXTÃO COM O CAVALÃO AAAIIIIIINNNNNNNNNN,2025-01-25T07:35:23+00:00,https://www.youtube.com/watch?v=LIee0J3MCxM,3258,PT5H55M55S,none
QUE DELÍCIA EM,2025-01-24T07:14:57+00:00,https://www.youtube.com/watch?v=7ovyeb_LJbs,2082,PT3H58M23S,none
CALOR DA P0RR@,2025-01-23T06:33:16+00:00,https://www.youtube.com/watch?v=26Hrs8C5txI,2198,PT5H20M19S,none
SE VOCÊ É HÉTERO NÃO ASSISTA ESTA LIVE.,2025-01-22T06:29:36+00:00,https://www.youtube.com/watch?v=osiERUIm7ls,2505,PT4H19M48S,none
SE VOCÊ É HÉTERO NÃO ASSISTA ESTA LIVE.,2025-01-22T01:59:04+00:00,https://www.youtube.com/watch?v=s19jCJP0euw,815,PT32M50S,none
VIREI DA TURMA! F3MIN!SMO É A SOLUÇÃO,2025-01-21T06:42:02+00:00,https://www.youtube.com/watch?v=OZcBqqD7ZSI,2383,PT5H35M5S,none
SEXTÃO COM O CAVALÃO,2025-01-18T07:17:29+00:00,https://www.youtube.com/watch?v=u1q8gvdtQ1U,2679,PT5H14M46S,none
HOJE A MATRIX ESTÁ MALUCA,2025-01-17T07:55:29+00:00,https://www.youtube.com/watch?v=kv2IiwFju-o,2641,PT5H51M42S,none
BORA MADRUGAR COM O CAVALÃO,2025-01-15T07:37:49+00:00,https://www.youtube.com/watch?v=YBOPvLjLq4E,3217,PT5H42M52S,none
EAE GATO BORA?,2025-01-14T04:50:48+00:00,https://www.youtube.com/watch?v=eD_RVxsqJHg,2582,PT2H25M47S,none
SEXTA-FEIRA DA PAIXÃO,2025-01-11T04:37:36+00:00,https://www.youtube.com/watch?v=rcCwEw_obVM,1826,PT3H51M11S,none
O CARA TEM UM PC GAMER PRA JOGAR EMULADOR DE PS2 KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK,2025-01-10T04:20:08+00:00,https://www.youtube.com/watch?v=fsrYAPv9WQc,2291,PT3H1M8S,none
SÓ QUERO PAZ,2025-01-08T04:31:22+00:00,https://www.youtube.com/watch?v=UASTcpoQKh8,3602,PT3H29M3S,none
HOMEM SÓ PRECISA DE UM PC GAMER PARA SER FELIZ.,2025-01-05T05:09:30+00:00,https://www.youtube.com/watch?v=-q1nvTHogoQ,2699,PT4H6M25S,none
JOGO DE GAROTAS COM BOCHECHA ROSADAS 🔥🔥🔥,2025-01-04T04:59:55+00:00,https://www.youtube.com/watch?v=XDv7vbezwTs,3120,PT4H46S,none
1° DIA DO ANO E EU JA QUERO GALAR!!,2025-01-02T03:52:05+00:00,https://www.youtube.com/watch?v=-aXzwzOmKEA,2179,PT2H31M32S,none
FELIZ ANO NOVO PARA TODOS VOCÊXXXXXX. HOJE O BAN VEM KKKKKKKKKK,2025-01-01T07:54:32+00:00,https://www.youtube.com/watch?v=WKArWaI9zDU,3762,PT7H25M25S,none
